0,0,0,0.50,测试数据,2025-04-01 00:17:44
1,1,1,0.30,测试数据,2025-04-01 01:53:15
2,0,0,0.80,测试数据,2025-04-01 02:42:14
3,1,1,0.60,测试数据,2025-04-01 03:30:08
4,0,0,0.90,测试数据,2025-04-01 04:19:04
5,1,1,0.40,测试数据,2025-04-01 05:15:15
6,0,0,0.70,测试数据,2025-04-01 06:40:55
7,1,1,0.50,测试数据,2025-04-01 07:22:30
8,0,0,0.80,测试数据,2025-04-01 08:22:30
9,1,1,0.30,测试数据,2025-04-01 09:56:00
10,0,0,0.90,测试数据,2025-04-01 10:55:52
11,1,1,0.60,测试数据,2025-04-01 11:41:52
12,0,0,0.70,测试数据,2025-04-01 12:41:52
13,1,1,0.50,测试数据,2025-04-01 13:23:00
14,0,0,0.80,测试数据,2025-04-01 14:41:32
15,1,1,0.40,测试数据,2025-04-02 15:08:35
16,0,0,0.90,测试数据,2025-04-02 16:07:04
17,1,1,0.60,测试数据,2025-04-02 17:27:43
18,0,0,0.70,测试数据,2025-04-02 18:01:01
19,1,1,0.50,测试数据,2025-04-02 19:01:13
20,0,0,0.80,测试数据,2025-04-02 20:01:23
21,1,1,0.40,测试数据,2025-04-02 21:41:09
22,0,0,0.90,测试数据,2025-04-02 22:22:36
23,1,1,0.60,测试数据,2025-04-02 23:06:53
24,0,0,0.70,测试数据,2025-04-03 00:07:34
25,1,1,0.50,测试数据,2025-04-03 01:47:51
26,0,0,0.80,测试数据,2025-04-03 02:48:14
27,1,1,0.40,测试数据,2025-04-03 03:48:51
28,0,0,0.90,测试数据,2025-04-03 04:51:36
29,1,1,0.60,测试数据,2025-04-03 05:51:57
30,0,0,0.70,测试数据,2025-04-03 06:51:57
31,1,1,0.50,测试数据,2025-04-03 07:58:02
32,0,0,0.80,测试数据,2025-04-03 08:58:02
33,1,1,0.40,测试数据,2025-04-03 09:34:22
34,0,0,0.90,测试数据,2025-04-03 10:34:56
35,1,1,0.60,测试数据,2025-04-03 11:34:56
36,0,0,0.70,测试数据,2025-04-03 12:33:13
37,1,1,0.50,测试数据,2025-04-03 13:57:42
38,0,0,0.80,测试数据,2025-04-04 14:08:35
39,1,1,0.40,测试数据,2025-04-04 15:07:04
40,0,0,0.90,测试数据,2025-04-04 16:27:43
41,1,1,0.60,测试数据,2025-04-04 17:01:01
42,0,0,0.70,测试数据,2025-04-04 18:01:13
43,1,1,0.50,测试数据,2025-04-04 19:01:23
44,0,0,0.80,测试数据,2025-04-04 20:41:09
45,1,1,0.40,测试数据,2025-04-04 21:22:36
46,0,0,0.90,测试数据,2025-04-04 22:06:53
47,1,1,0.60,测试数据,2025-04-04 23:07:34
48,0,0,1.70,测试数据,2025-04-05 00:47:51
49,1,1,0.50,测试数据,2025-04-05 01:48:14
50,0,1,0.80,测试数据,2025-04-01 11:23:45
51,1,1,0.40,测试数据,2025-04-01 12:34:56
52,0,1,0.90,测试数据,2025-04-01 13:45:07
53,1,1,0.60,测试数据,2025-04-01 14:56:18
54,0,1,0.70,测试数据,2025-04-01 15:07:29
55,0,0,0.80,测试数据,2025-04-01 16:18:30
56,1,1,0.50,测试数据,2025-04-01 17:29:41
57,0,0,0.90,测试数据,2025-04-01 18:40:52
58,1,1,0.40,测试数据,2025-04-01 19:51:03
59,0,0,0.70,测试数据,2025-04-01 20:02:14
60,0,0,0.80,测试数据,2025-04-02 09:13:25
61,1,1,0.60,测试数据,2025-04-02 10:24:36
62,0,0,0.90,测试数据,2025-04-02 11:35:47
63,0,0,0.70,测试数据,2025-04-02 12:46:58
64,1,1,0.50,测试数据,2025-04-02 13:57:09
65,0,0,0.80,测试数据,2025-04-02 14:08:20
66,0,0,0.90,测试数据,2025-04-02 15:19:31
67,1,1,0.60,测试数据,2025-04-02 16:30:42
68,0,0,0.70,测试数据,2025-04-02 17:41:53
69,0,0,0.80,测试数据,2025-04-02 18:52:04
70,0,0,0.90,测试数据,2025-04-03 07:03:15
71,1,1,0.60,测试数据,2025-04-03 08:14:26
72,0,0,0.70,测试数据,2025-04-03 09:25:37
73,0,0,0.80,测试数据,2025-04-03 10:36:48
74,1,1,0.50,测试数据,2025-04-03 11:47:59
75,0,0,0.90,测试数据,2025-04-03 12:59:10
76,0,0,0.80,测试数据,2025-04-03 14:10:21
77,1,1,0.60,测试数据,2025-04-03 15:21:32
78,0,0,0.70,测试数据,2025-04-03 16:32:43
79,0,0,0.90,测试数据,2025-04-03 17:43:54
80,0,0,0.80,测试数据,2025-04-04 05:54:05
81,1,0,0.60,测试数据,2025-04-04 06:05:16
82,0,0,0.70,测试数据,2025-04-04 07:16:27
83,0,0,0.90,测试数据,2025-04-04 08:27:38
84,1,1,0.50,测试数据,2025-04-04 09:38:49
85,0,0,0.80,测试数据,2025-04-04 10:49:00
86,0,0,0.90,测试数据,2025-04-04 11:50:11
87,1,0,1.60,测试数据,2025-04-04 12:01:22
88,0,0,0.70,测试数据,2025-04-04 13:12:33
89,0,0,1.80,测试数据,2025-04-04 14:23:44
90,0,0,0.90,测试数据,2025-04-05 03:34:55
91,1,0,0.60,测试数据,2025-04-05 04:45:06
92,0,0,0.70,测试数据,2025-04-05 05:56:17
93,0,0,0.80,测试数据,2025-04-05 06:07:28
94,1,0,0.50,测试数据,2025-04-05 07:18:39
95,0,0,0.90,测试数据,2025-04-05 08:29:50
96,0,0,3.80,测试数据,2025-04-05 09:41:01
97,0,0,1.70,测试数据,2025-04-05 10:52:12
98,1,0,1.60,测试数据,2025-04-05 11:03:23
99,0,0,1.90,测试数据,2025-04-05 12:14:34
